Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
594610,The Ashtray (Or the Man Who Denied Reality),Konrad Zuse,"Zuse, Konrad",,3540564535,9.78354E+12,0,4.13,Melbourne University Press,Hardcover,246,1993,1983,,4/23/2019,to-read,to-read (#1774),to-read,,,,0,,,0,,,,,
40692083,Infinite Detail,Rick  Morton,"Morton, Rick",,,9.78052E+12,0,4.1,Zed Books,Paperback,,2018,,,4/23/2019,to-read,to-read (#1773),to-read,,,,0,,,0,,,,,
6950848,"This Searing Light, the Sun and Everything Else: Joy Division: The Oral History",Mette Marie Bryld,"Bryld, Mette Marie",Nina Lykke,1856498166,9.78186E+12,0,4.67,Graywolf Press,Paperback,256,2000,2000,,4/22/2019,to-read,to-read (#1772),to-read,,,,0,,,0,,,,,
40404801,The Pursuit of the Millennium: Revolutionary Millenarians and Mystical Anarchists of the Middle Ages,Matt Haig,"Haig, Matt",,014313342X,9.78014E+12,0,4.12,Penguin Books Ltd,Paperback,288,2019,2018,,4/18/2019,to-read,to-read (#1770),to-read,,,,0,,,0,,,,,
126985,"Working: Researching, Interviewing, Writing",Marshall Berman,"Berman, Marshall",,,,0,4.27,University of Chicago Press,Paperback,400,1988,1982,,4/14/2019,to-read,to-read (#1769),to-read,,,,0,,,0,,,,,
36217499,Community: The Structure of Belonging,Errol Morris,"Morris, Errol",,226922685,9.78023E+12,0,3.49,MCD X Fsg Originals,Hardcover,192,2018,,,4/14/2019,to-read,to-read (#1768),to-read,"<blockquote><br/>SkyNet is real, and it wants to sell you shoes made by child slaves.<br/></blockquote><br/><br/>Every decade's science-fiction is taking common themes and anxieties of its decade, and transfers them slightly into the future. 60s SF had a nuclear war, 70s SF had ecological collapse, 80s SF had mega conglomerates ruling the planet, 90s SF had... I'm not sure?, but Infinite Detail clearly is about the anxieties Facebook, Google and the ubiquitous Internet have caused, the loss of privacy, more importantly, the loss of <i>private space</i>.<br/><br/>There are two intertwined stories featuring mostly the same characters - one is <i>Before</i>, set in the close future, where glasses-like devices called Spex have taken over as smart phone replacements. Facebook, Google, etc. are all still there, and have only become more powerful. Cars are all self-driving, and people are even more constantly hooked into the network:<br/><br/><blockquote><br/>We’re not imagining things. And nobody planned this, no cabal of evil old white men in a smoky room. Nobody is in control, and believing that someone might be is where we all start to fail. This is just the political reality, it is just what happened. It’s what we all let happen. It’s the endgame of capitalism.<br/></blockquote><br/><br/>The story in the <i>Before</i> follows a few Internet and privacy activists (think EFF) in the UK and the US and describes their alternative zone in Bristol, where they jam the worldwide net and have their own local version, an area where artists flourish and an alternative lifestyle is possible (by the way, similar zones were erected during the Arab Spring - the governments shut down the internet to stop people organising, so local digital networks were built).<br/><br/>The story in the <i>Before</i> slowly progresses towards a quasi-apocalypse, the great breakdown of the Internet due to some kind of virus (Maughan never uses the word 'virus' because it would be ridiculous, but most people would understand that?). The breakdown causes a kind of apocalypse, a collapse of all supply chains, of all communications, of all transport, there's chaos, warlords rise up, the remains of the UK army start to enslave people to farm food,  and so on. <br/><br/>The second part of the story, the <i>After</i>, is set some time after this collapse, but featuring mostly the same characters who are trying to figure out what actually happened, and trying to bring order back into the chaos, to organise. The main character is hugely into UK drum'n'bass, tries to find samples, tries to generate something new but doesn't have the technical means to do so - while other early activists are trying to hide from the army, and trying to find their friends.<br/><br/>It feels like the book is heavily influenced by Mark Fischer. A lot of the characters' discussions on capitalism and the system they fight feels like it comes from Fischer's [b:Capitalist Realism: Is There No Alternative?|6763725|Capitalist Realism  Is There No Alternative?|Mark Fisher|https://images.gr-assets.com/books/1426633608s/6763725.jpg|6961573]. The <i>After</i> part feels like Fischer's hauntology come to life, British jungle music as a nostalgia for a future that never happened, which perfectly describes the nostalgia the characters in the <i>After</i> have (as described in Fischer's [b:Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures|20863042|Ghosts of My Life  Writings on Depression, Hauntology and Lost Futures|Mark Fisher|https://images.gr-assets.com/books/1400856745s/20863042.jpg|40201556]). Since there's a lot about electronic music here, allusions to Hakim Bey's [b:TAZ: The Temporary Autonomous Zone|189938|TAZ  The Temporary Autonomous Zone (New Autonomy)|Hakim Bey|https://images.gr-assets.com/books/1386920334s/189938.jpg|183616] are not missing, either. I would <i>love</i> to know what Fischer thinks of Maughan's book, but he's dead, how dare he<br/><br/>If there's one thing to criticize, then this: there are so many ideas and concepts here that the story itself seems to suffer, a lot of the book is 'exploring the world', not 'growing the characters'. Rush is the only one who seems to develop, and that's only because the other characters learn 'the truth' about the time of his disappearance as the story progresses, not because the character itself develops. Like Stanislaw Lem, Maughan seems to be more interested in the societal repercussions of his scenarios than repercussions on a personal, psychological level?<br/><br/>Anyway, this is where cyberpunk and SF will develop into - from anxiety about the loss of physical self-determination (think biomods in 80s cyberpunk) to anxiety about the loss of psychological self-determination (think fake news).<br/><br/>P.S.: After Helen DeWitt's [b:Some Trick: Thirteen Stories|36327047|Some Trick  Thirteen Stories|Helen DeWitt|https://images.gr-assets.com/books/1524861875s/36327047.jpg|58003380] contained the first-ever R code I found in a book, Infinite Detail contained the first-ever pastebin I found in a book<br/><br/>P.P.S.: As part of my career I've had interactions with rich people who work in fields I personally loathe, and this book echoes my feelings perfectly - this quote comes from a chance encounter between one of the privacy activists and some kind of stock broker:<br/><br/><blockquote><br/>Brad seems nice enough—weirdly naïve, even—but Rush can’t shake the realization that he represents everything he hates. All the greed and the ignorance, all the willingness to hand over control to the machines, to take away any sense of human self-determination and to put it in the arms of the network. And all just to keep a few people rich, to squander technology’s potential for real change in order to make a quick, lazy buck.<br/></blockquote><br/><br/>All good art comes from anger?<br/><br/>Edit 1: Something I realised only later -one of the main points in Fisher's Capitalist Realism is how alternatives to capitalism have become unimaginable. In the 70s, people fought against capitalism and for communism - then communism collapsed and now there's no real alternative. This is picked up in Infinite Detail in a short discussion - the activists brought the system down, but then they didn't know what to put into its place, and everything floundered.<br/><br/>Edit 2: As part of the promo for this book, Maughan put together a playlist of the 'soundtrack' of this book - lots of electronic music, lots of UK rave, very much 90s jungle, <a href='https://www.mcdbooks.com/features/infinite-detail-playlist'>you can listen to it here</a>.",,,0,,,0,,,,,
40121978,Coders: The Making of a New Tribe and the Remaking of the World,Tim Maughan,"Maughan, Tim",,374175411,9.78037E+12,4,3.82,Holt Paperbacks,Paperback,384,2019,2019,,12/3/2018,"cyberpunk, sci-fi, uk, post-apoc, post-cyberpunk-does-that-exist","cyberpunk (#5), sci-fi (#68), uk (#6), post-apoc (#6), post-cyberpunk-does-that-exist (#2)",read,,,,1,,,0,,,,,
340240,On Us,Emmanuel Carrère,"Carrère, Emmanuel","Lanie Goodman, Linda Coverdale",805055878,9.78081E+12,0,3.87,Faber  Faber,Paperback,318,1998,,,1/21/2018,to-read,to-read (#1530),to-read,,,,0,,,0,,,,,
44890422,Recursion,Penny Olsen,"Olsen, Penny",Lynette Russel,,9.78064E+12,0,4,Penguin Random House,Hardcover,229,2019,2019,,4/8/2019,to-read,to-read (#1766),to-read,,,,0,,,0,,,,,
191131,Deep Medicine: How Artificial Intelligence Can Make Healthcare Human Again,Norman Cohn,"Cohn, Norman",,195004566,9.7802E+12,0,4.28,Berrett-Koehler Publishers,Paperback,416,1970,1957,,4/8/2019,to-read,to-read (#1765),to-read,,,,0,,,0,,,,,
43205240,The Last Holiday: A Memoir,Robert A. Caro,"Caro, Robert A.",,525656340,9.78053E+12,0,4.42,Penguin Press,Hardcover,207,2019,2019,,4/7/2019,to-read,to-read (#1764),to-read,,,,0,,,0,,,,,
2774428,Infinite Powers: How Calculus Reveals the Secrets of the Universe,Peter Block,"Block, Peter",,1576754871,9.78158E+12,0,4.06,Ullstein fünf,Hardcover,240,2008,2008,,4/4/2019,to-read,to-read (#1763),to-read,,,,0,,,0,,,,,
40406806,Territory of Light,Clive Thompson,"Thompson, Clive",,735220565,9.78074E+12,0,4.01,Melbourne University,Hardcover,448,2019,2019,,4/2/2019,to-read,to-read (#1762),to-read,,,,0,,,0,,,,,
44024253,Bobbin Up,Fatma Aydemir,"Aydemir, Fatma",Hengameh Yaghoobifarah,3961010366,9.78396E+12,0,4.68,Crown Publishing Group (NY),Hardcover,208,2019,,,4/1/2019,to-read,to-read (#1761),to-read,,,,0,,,0,,,,,
43387045,The Copper Crucible,Mark   Scott,"Scott, Mark",,522875165,9.78052E+12,0,4.47,Black Inc.,Paperback,200,2019,,,3/31/2019,to-read,to-read (#1760),to-read,,,,0,,,0,,,,,
42046112,Sugar Heaven,Blake Crouch,"Crouch, Blake",,1524759783,9.78152E+12,0,4.27,Basic Books,Hardcover,336,2019,2019,,3/31/2019,to-read,to-read (#1759),to-read,,,,0,,,0,,,,,
44030455,The Scientific Revolution,Maxine Beneba Clarke,"Clarke, Maxine Beneba","Magan Magan, Ahmed Yussuf, Faustina Agolley, Adut Wol Akec, Prue Axam, Candy Bowers, Santilla Chingaipe, Suban Nur Cooley, Muma Doesa, Sara El Sayed, Carly Findlay, Kamara Gray, Daniel Haile-Michael, Nasra Hersi, Rafeif Ismail, Shona Kambarami, Keenan  Macwilliam, Kirsty Marillier, Hope Mathumbu, Tariro Mavondo, Guido Melo, Vulindlela Mkwananzi, Cath  Moore, Lauren Mullings, Effie Nkrumah, Nyadol Nyuon, Tinashe Pwiti, Iman Sissay, Inez Trambas, Imam Nur Warsame, Khalid Warsame, Grace  Williams, Jafri Katagar Alexander X, Manal Younus, Sefakor Aku Zipli",176064093X,9.78176E+12,0,4.45,Canongate Books Ltd.,Paperback,288,2019,,,3/31/2019,to-read,to-read (#1758),to-read,,,,0,,,0,,,,,
40915762,The Old Drift,Eric Topol,"Topol, Eric",,1541644638,9.78154E+12,0,4.03,Houghton Mifflin Harcourt,Hardcover,400,2019,,,3/31/2019,to-read,to-read (#1757),to-read,"If you don't know who Gil Scott-Heron was, I recommend the following: Go to a party, get drunk, have fun. Then, when you come home, it's 4 am or 5 am, have your post-party melancholy  - open the beer you stole when you left, realise that it's already Sunday and you have to go to work or uni again soon, realise that you're alone and lonely, realise that you've grown apart from your family, realise that perhaps you were never that close in the first place, realise that you're incapable of closeness and warmth, realise that you'll die alone. Then put on Scott-Heron's last album, <i>I'm New Here</i>, because it will help.<br/><br/><blockquote><br/>Despite the lack of mementos and photos from those early years, I can reach down into a barrel, it seems, and bring up scraps of yesterdays once tossed aside like gum wrappers. The raw feelings, like shock or sharp pain, or fear suddenly grabbing your heart, are closest to the top, easiest to reach. They return to me unbidden at times.<br/></blockquote><br/><br/><img src='https://media.pitchfork.com/photos/592c693f5e6ef95969327dff/2:1/w_648/fa229c9d.jpg'><br/><br/>His earlier music is more angry, political, funk/jazz/proto-hip-hop, there's a good chance you've listened to his 'The Revolution Will Not Be Televised', either sampled in a song or the original. This autobiography here is a series of autobiographical essays, loosely connected, of which the majority is set in the 70s and 80s. As the afterword says, Scott-Heron initially started to write this because he was annoyed how little credit Stevie Wonder got for Wonder's fight to have Martin Luther King's birthday recognised as a public holiday, a fight in which Gil Scott-Heron was frequently involved. From there it branched out - since this book is posthumously compiled and released, there was a lot of earlier and later material that could be added together - and it became a quasi-autobiography.<br/><br/>'Quasi' because some of the essays/chapters jump by ten years, and often I had no clue what he was talking about as the essay's focus wasn't 'what was I doing in my life' but 'what was happening on the day X happened', for example, 'what was it like touring with Stevie Wonder, the day John Lennon was killed' (that's a whole chapter). That approach turns the book into a pastiche, if you're here to learn more about the man's life, chances are that you won't be helped. For that it's too impressionistic, too much essay, too little chronological <br/><br/>Personally, I loved the beginning much more than the end - where he described his upbringing, his family:<br/><blockquote><br/>Love was not an active verb in my family or in my life. There were few demonstrations, few hugs and embraces, and few declarations among us about love. I was a full-grown adult who had been married, a father, and divorced before I consciously put “I love you” into conversations with my mother, before I made sure I got a hug from her and gave her a big hug each time we met. I can’t remember ever hearing “I love you” pass between the generations of Scotts that preceded me. Or recall with any clarity hearing those words from them to me or being inspired to say those words to them. Yet I can’t imagine there being more warmth and laughter shared with genuine empathy and respect and consideration and . . . but not affection. Our codes and slang<br/></blockquote><br/><br/>and you learn how tremendously driven the man must have been when he was young - going to a private school on a scholarship, running odd jobs on the weekends and the nights to survive, then going to a famous university, only to drop out after a year to write a novel with no money or financial family support - then to actually finish that novel, get it to his dream publisher, have $2000 dollars advance 1960s money offered (!), then to <i>walk away</i> because the publisher wanted to change too much. Could you have done that in your early 20s? I couldn't.<br/><br/>Recommended for: people into Gil Scott-Heron or 70s/80s African-American music scene, people who come from broken homes<br/><br/>Bonus quote!<br/><br/><blockquote><br/>All I can say is that if the truth is important to you, understand that most things of value have to be worked for, sought out, thought about, and brought about after effort worthy of the great value it will add to your life. It will come at a great price. The time and sweat invested in that pursuit may cost you in hours and days you cannot use in other directions. It may cost you relationships that you would give almost anything else to develop, with someone who cannot stand to come in second to anything. The passion with which you commit yourself to something intangible may well turn away the very support that could sustain you.<br/></blockquote>",,,0,,,0,,,,,
